Sample;Ch4
993;-0.13984601199626923
994;-0.140098437666893
995;-0.1413605958223343
996;-0.14438974857330322
997;-0.13883629441261292
998;-0.15171021223068237
999;-0.15120534598827362
1000;-0.14615675806999207
1001;-0.14842861890792847
1002;-0.15625393390655518
1003;-0.15322478115558624
1004;-0.15751609206199646
1005;-0.15953552722930908
1006;-0.15802094340324402
1007;-0.1602928191423416
1008;-0.16407926380634308
1009;-0.1615549623966217
1010;-0.16685599088668823
1011;-0.17139971256256104
1012;-0.1693802773952484
1013;-0.17720559239387512
1014;-0.17367158830165863
1015;-0.17543859779834747
1016;-0.17771045863628387
1017;-0.18250662088394165
1018;-0.18503092229366302
1019;-0.18932221829891205
1020;-0.1888173669576645
1021;-0.1888173669576645
1022;-0.1966426819562912
1023;-0.19815726578235626
1024;-0.20093397796154022
1025;-0.20194369554519653
1026;-0.20143884420394897
1027;-0.2067398726940155
1028;-0.21759434044361115
1029;-0.2168370485305786
1030;-0.21380789577960968
1031;-0.22213807702064514
1032;-0.22920610010623932
1033;-0.22340022027492523
1034;-0.22870124876499176
1035;-0.23602169752120972
1036;-0.2350119799375534
1037;-0.24258486926555634
1038;-0.2451091706752777
1039;-0.24914804100990295
1040;-0.2539442181587219
1041;-0.2562160789966583
1042;-0.2587403655052185
1043;-0.2610122263431549
1044;-0.26707056164741516
1045;-0.26934242248535156
1046;-0.27413856983184814
1047;-0.2804493308067322
1048;-0.27969202399253845
1049;-0.2837308943271637
1050;-0.2844882011413574
1051;-0.29004165530204773
1052;-0.3014009892940521
1053;-0.3029155433177948
1054;-0.29912909865379333
1055;-0.3087214231491089
1056;-0.3061971366405487
1057;-0.32235264778137207
1058;-0.3175564706325531
1059;-0.31831374764442444
1060;-0.32841095328330994
1061;-0.3321973979473114
1062;-0.33497411012649536
1063;-0.3347216844558716
1064;-0.336993545293808
1065;-0.33850812911987305
1066;-0.3364886939525604
1067;-0.34532374143600464
1068;-0.34279942512512207
1069;-0.3506247401237488
1070;-0.33169254660606384
1071;-0.3501198887825012
1072;-0.3511296212673187
1073;-0.3516344726085663
1074;-0.3546636402606964
1075;-0.35643064975738525
1076;-0.35794520378112793
1077;-0.35668307542800903
1078;-0.35441118478775024
1079;-0.35895493626594543
1080;-0.359459787607193
1081;-0.35314905643463135
1082;-0.35415875911712646
1083;-0.3546636402606964
1084;-0.35415875911712646
1085;-0.3501198887825012
1086;-0.35542091727256775
1087;-0.3483528792858124
1088;-0.34532374143600464
1089;-0.34633344411849976
1090;-0.35516849160194397
1091;-0.3400227129459381
1092;-0.3364886939525604
1093;-0.33371198177337646
1094;-0.3324498236179352
1095;-0.3314400911331177
1096;-0.3221001923084259
1097;-0.3241196572780609
1098;-0.32260507345199585
1099;-0.31578946113586426
1100;-0.3051874339580536
1101;-0.3036728501319885
1102;-0.302663117647171
1103;-0.30569228529930115
1104;-0.293575644493103
1105;-0.2973620891571045
1106;-0.2905465066432953
1107;-0.2837308943271637
1108;-0.2827211916446686
1109;-0.27413856983184814
1110;-0.27161428332328796
1111;-0.26707056164741516
1112;-0.26404139399528503
1113;-0.2496529072523117
1114;-0.24788589775562286
1115;-0.24460430443286896
1116;-0.2405654340982437
1117;-0.23526442050933838
1118;-0.23703141510486603
1119;-0.2259245216846466
1120;-0.23980814218521118
1121;-0.21961377561092377
1122;-0.2125457525253296
1123;-0.21178846061229706
1124;-0.2067398726940155
1125;-0.20244856178760529
1126;-0.1910892277956009
1127;-0.19184651970863342
1128;-0.1898270845413208
1129;-0.18679793179035187
1130;-0.19159409403800964
1131;-0.1852833479642868
1132;-0.1761958748102188
1133;-0.16912785172462463
1134;-0.1650889813899994
1135;-0.15953552722930908
1136;-0.15802094340324402
1137;-0.15625393390655518
1138;-0.1481761932373047
1139;-0.153729647397995
1140;-0.14615675806999207
1141;-0.14287516474723816
1142;-0.1459043323993683
1143;-0.13479742407798767
1144;-0.13504984974861145
1145;-0.1287391036748886
1146;-0.13075855374336243
1147;-0.12697210907936096
1148;-0.1254575252532959
1149;-0.12369051575660706
1150;-0.12722453474998474
1151;-0.12141865491867065
